date,temperature,uncertainty
2008-09-01,1.6757e+01,5.70e-02
2008-10-01,1.5931e+01,5.60e-02
2008-11-01,1.4919e+01,5.40e-02
2008-12-01,1.4151e+01,5.60e-02
2009-01-01,1.4091e+01,5.80e-02
2009-02-01,1.4267e+01,6.00e-02
2009-03-01,1.4873e+01,6.00e-02
2009-04-01,1.5819e+01,5.90e-02
2009-05-01,1.6571e+01,6.00e-02
2009-06-01,1.7260e+01,5.70e-02
2009-07-01,1.7578e+01,6.70e-02
2009-08-01,1.7427e+01,6.00e-02
2009-09-01,1.6864e+01,5.30e-02
2009-10-01,1.5910e+01,5.60e-02
2009-11-01,1.4968e+01,5.70e-02
2009-12-01,1.4298e+01,6.00e-02
2010-01-01,1.4208e+01,6.00e-02
2010-02-01,1.4517e+01,6.10e-02
2010-03-01,1.5223e+01,5.90e-02
2010-04-01,1.6039e+01,6.00e-02
2010-05-01,1.6732e+01,5.70e-02
2010-06-01,1.7271e+01,5.70e-02
2010-07-01,1.7532e+01,5.70e-02
2010-08-01,1.7412e+01,6.10e-02
2010-09-01,1.6761e+01,5.40e-02
2010-10-01,1.5939e+01,5.70e-02
2010-11-01,1.4995e+01,6.00e-02
2010-12-01,1.4117e+01,6.00e-02
2011-01-01,1.3928e+01,5.90e-02
2011-02-01,1.4193e+01,5.90e-02
2011-03-01,1.4880e+01,6.00e-02
2011-04-01,1.5832e+01,5.60e-02
2011-05-01,1.6523e+01,5.60e-02
2011-06-01,1.7203e+01,5.80e-02
2011-07-01,1.7568e+01,6.20e-02
2011-08-01,1.7475e+01,5.90e-02
2011-09-01,1.6762e+01,5.70e-02
2011-10-01,1.5873e+01,5.90e-02
2011-11-01,1.4799e+01,6.00e-02
2011-12-01,1.4198e+01,6.30e-02
2012-01-01,1.3859e+01,6.00e-02
2012-02-01,1.4164e+01,6.30e-02
2012-03-01,1.4863e+01,6.10e-02
2012-04-01,1.5881e+01,5.90e-02
2012-05-01,1.6699e+01,6.40e-02
2012-06-01,1.7252e+01,6.00e-02
2012-07-01,1.7450e+01,6.00e-02
2012-08-01,1.7420e+01,6.00e-02
2012-09-01,1.6882e+01,6.00e-02
2012-10-01,1.6019e+01,6.30e-02
2012-11-01,1.5001e+01,6.40e-02
2012-12-01,1.4138e+01,6.40e-02
2013-01-01,1.4117e+01,6.40e-02
2013-02-01,1.4359e+01,6.50e-02
2013-03-01,1.4952e+01,6.60e-02
2013-04-01,1.5749e+01,6.50e-02
2013-05-01,1.6609e+01,6.50e-02
2013-06-01,1.7257e+01,6.20e-02
2013-07-01,1.7503e+01,6.80e-02
2013-08-01,1.7462e+01,6.80e-02
2013-09-01,1.6894e+01,6.40e-02
2013-10-01,1.5905e+01,6.20e-02
2013-11-01,1.5107e+01,6.20e-02
2013-12-01,1.4339e+01,6.50e-02
2014-01-01,1.4136e+01,6.40e-02
2014-02-01,1.4157e+01,6.50e-02
2014-03-01,1.5090e+01,6.80e-02
2014-04-01,1.6038e+01,6.90e-02
2014-05-01,1.6804e+01,5.90e-02
2014-06-01,1.7303e+01,6.40e-02
2014-07-01,1.7508e+01,6.10e-02
2014-08-01,1.7607e+01,6.40e-02
2014-09-01,1.6975e+01,5.90e-02
2014-10-01,1.6029e+01,5.90e-02
2014-11-01,1.4899e+01,6.40e-02
2014-12-01,1.4410e+01,6.20e-02
2015-01-01,1.4255e+01,6.60e-02
2015-02-01,1.4564e+01,6.70e-02
2015-03-01,1.5193e+01,6.10e-02
2015-04-01,1.5962e+01,6.10e-02
2015-05-01,1.6774e+01,5.80e-02
2015-06-01,1.7390e+01,5.70e-02
2015-07-01,1.7611e+01,5.80e-02
2015-08-01,1.7589e+01,5.70e-02
2015-09-01,1.7049e+01,5.80e-02
2015-10-01,1.6290e+01,6.20e-02
2015-11-01,1.5252e+01,6.30e-02
2015-12-01,1.4774e+01,6.20e-02
